seqn,svy_day,in_weekday,drank_water,drday,if_winter,age,gender,pir
36659,2,,,,in winter,0,Male,1.4299999
36660,1,weekday,has drank water,4,not in winter,7,Male,1.39
36660,2,weekday,has drank water,2,not in winter,7,Male,1.39
36661,1,weekday,has drank water,3,not in winter,14,Female,.12
36661,2,weekend,has drank water,1,not in winter,14,Female,.12
36662,1,,,,in winter,15,Female,.94999999
36662,2,,,,in winter,15,Female,.94999999
36663,1,weekday,has drank water,2,not in winter,55,Male,.83999997
36663,2,weekend,,1,not in winter,55,Male,.83999997
36664,1,weekend,not drank water,7,in winter,10,Male,1.71
36664,2,weekday,not drank water,4,in winter,10,Male,1.71
36665,1,weekday,has drank water,4,not in winter,0,Female,2.9400001
36665,2,weekend,not drank water,1,not in winter,0,Female,2.9400001
36666,1,weekday,not drank water,6,not in winter,20,Female,5
36666,2,,,,not in winter,20,Female,5
36668,1,weekday,has drank water,4,not in winter,16,Male,3.5
36668,2,weekday,has drank water,2,not in winter,16,Male,3.5
36669,1,weekday,has drank water,6,in winter,4,Female,2.26
36669,2,weekday,has drank water,2,in winter,4,Female,2.26
36670,1,weekday,has drank water,5,in winter,52,Female,.83999997
36670,2,weekend,has drank water,1,in winter,52,Female,.83999997
36671,1,weekend,not drank water,1,in winter,12,Male,
36671,2,weekday,not drank water,4,in winter,12,Male,
36672,1,weekday,has drank water,2,not in winter,19,Female,5
36672,2,weekend,has drank water,1,not in winter,19,Female,5
36673,1,weekday,has drank water,6,not in winter,13,Female,5
36673,2,weekday,has drank water,3,not in winter,13,Female,5
36674,1,weekend,not drank water,7,in winter,43,Male,3.73
36674,2,weekday,has drank water,3,in winter,43,Male,3.73
36675,1,weekday,not drank water,4,not in winter,43,Female,2.04
36675,2,,,,not in winter,43,Female,2.04
36676,1,weekend,has drank water,1,in winter,43,Female,
36676,2,weekday,has drank water,3,in winter,43,Female,
36677,1,,,,not in winter,1,Male,.039999999
36677,2,,,,not in winter,1,Male,.039999999
36678,1,weekday,has drank water,3,not in winter,24,Male,2.0899999
36678,2,weekday,has drank water,6,not in winter,24,Male,2.0899999
36679,1,weekday,not drank water,2,not in winter,0,Male,.60000002
36679,2,weekday,has drank water,3,not in winter,0,Male,.60000002
36680,1,weekday,has drank water,4,not in winter,5,Male,1.11
36680,2,weekday,has drank water,3,not in winter,5,Male,1.11
36681,1,weekday,has drank water,2,not in winter,85,Female,1.53
36681,2,,,,not in winter,85,Female,1.53
36682,1,weekday,has drank water,4,not in winter,1,Female,2.5599999
36682,2,weekday,not drank water,5,not in winter,1,Female,2.5599999
36683,1,weekday,has drank water,6,not in winter,1,Female,2.0899999
36683,2,weekday,has drank water,4,not in winter,1,Female,2.0899999
36684,1,weekend,has drank water,7,in winter,9,Female,.40000001
36684,2,weekday,has drank water,4,in winter,9,Female,.40000001
36685,1,weekday,has drank water,6,in winter,19,Female,.25
36685,2,,,,in winter,19,Female,.25
36686,1,weekend,not drank water,1,in winter,62,Male,1.41
36686,2,weekday,has drank water,4,in winter,62,Male,1.41
36687,1,weekday,has drank water,2,not in winter,32,Female,3.73
36687,2,weekend,has drank water,1,not in winter,32,Female,3.73
36688,1,weekday,has drank water,6,not in winter,12,Male,4
36688,2,weekday,has drank water,2,not in winter,12,Male,4
36689,1,weekday,has drank water,5,not in winter,16,Male,1.51
36689,2,weekday,has drank water,3,not in winter,16,Male,1.51
36690,1,weekday,not drank water,4,in winter,85,Female,1.36
36690,2,,,,in winter,85,Female,1.36
36691,1,weekday,not drank water,2,not in winter,82,Male,5
36691,2,weekend,not drank water,1,not in winter,82,Male,5
36692,1,weekend,not drank water,1,in winter,4,Female,1.86
36692,2,weekday,not drank water,4,in winter,4,Female,1.86
36693,1,weekend,has drank water,1,in winter,0,Female,.57999998
36693,2,weekday,has drank water,2,in winter,0,Female,.57999998
36694,1,weekday,has drank water,6,not in winter,32,Female,5
36694,2,weekday,has drank water,3,not in winter,32,Female,5
36695,1,weekend,has drank water,7,not in winter,13,Male,.69
36695,2,weekday,has drank water,4,not in winter,13,Male,.69
36697,1,weekend,has drank water,1,in winter,81,Male,5
36697,2,weekday,has drank water,4,in winter,81,Male,5
36698,1,weekday,has drank water,6,not in winter,27,Male,4.5900002
36698,2,weekday,has drank water,2,not in winter,27,Male,4.5900002
36699,1,weekday,not drank water,2,in winter,66,Male,
36699,2,weekday,has drank water,6,in winter,66,Male,
36700,1,weekend,has drank water,7,not in winter,32,Male,.43000001
36700,2,weekday,has drank water,4,not in winter,32,Male,.43000001
36701,1,weekend,not drank water,7,in winter,13,Male,.82999998
36701,2,weekday,not drank water,6,in winter,13,Male,.82999998
36702,1,weekday,has drank water,6,not in winter,27,Male,2.6500001
36702,2,weekday,has drank water,3,not in winter,27,Male,2.6500001
36703,1,weekday,has drank water,6,not in winter,53,Male,1.02
36703,2,weekday,has drank water,3,not in winter,53,Male,1.02
36704,1,weekday,has drank water,6,in winter,12,Male,2.26
36704,2,weekday,not drank water,2,in winter,12,Male,2.26
36705,1,weekend,has drank water,7,in winter,36,Male,1.25
36705,2,weekday,not drank water,2,in winter,36,Male,1.25
36706,1,weekend,has drank water,1,not in winter,13,Female,2.99
36706,2,weekday,has drank water,4,not in winter,13,Female,2.99
36707,1,weekend,has drank water,7,not in winter,23,Male,4.5900002
36707,2,weekday,has drank water,3,not in winter,23,Male,4.5900002
36709,1,weekday,,2,in winter,1,Male,2.25
36709,2,,,,in winter,1,Male,2.25
36710,1,weekend,not drank water,1,in winter,12,Female,5
36710,2,weekday,has drank water,2,in winter,12,Female,5
36711,1,weekend,not drank water,7,not in winter,16,Female,5
36711,2,weekend,has drank water,1,not in winter,16,Female,5
36712,1,weekday,has drank water,5,in winter,2,Male,2.9000001
36712,2,weekend,has drank water,1,in winter,2,Male,2.9000001
36713,1,weekday,has drank water,4,not in winter,70,Female,5
36713,2,weekend,has drank water,1,not in winter,70,Female,5
36714,1,weekday,not drank water,6,in winter,43,Male,3.6400001
36714,2,weekday,has drank water,2,in winter,43,Male,3.6400001
36716,1,weekend,has drank water,7,not in winter,18,Female,4.3299999
36716,2,weekend,not drank water,1,not in winter,18,Female,4.3299999
36717,1,weekday,not drank water,2,not in winter,17,Female,1.22
36717,2,weekend,not drank water,1,not in winter,17,Female,1.22
36718,1,weekend,has drank water,1,in winter,30,Female,5
36718,2,weekday,has drank water,3,in winter,30,Female,5
36719,1,weekend,has drank water,1,not in winter,69,Male,
36719,2,,,,not in winter,69,Male,
36720,1,weekend,has drank water,7,not in winter,47,Female,.88
36720,2,,,,not in winter,47,Female,.88
36721,1,weekday,not drank water,6,not in winter,17,Male,1.21
36721,2,weekday,not drank water,2,not in winter,17,Male,1.21
36722,1,weekend,has drank water,7,not in winter,1,Male,5
36722,2,weekday,has drank water,3,not in winter,1,Male,5
36723,1,weekend,has drank water,7,in winter,36,Male,1.71
36723,2,weekday,has drank water,4,in winter,36,Male,1.71
36724,1,weekend,has drank water,7,in winter,0,Male,.41
36724,2,weekend,has drank water,1,in winter,0,Male,.41
36725,1,weekday,has drank water,5,not in winter,69,Female,2.51
36725,2,weekday,has drank water,3,not in winter,69,Female,2.51
36726,1,weekend,has drank water,7,not in winter,12,Female,2.8
36726,2,weekday,has drank water,3,not in winter,12,Female,2.8
36727,1,weekday,has drank water,2,not in winter,13,Male,2.71
36727,2,weekend,has drank water,1,not in winter,13,Male,2.71
36728,1,weekday,has drank water,6,not in winter,69,Female,2.27
36728,2,weekday,has drank water,4,not in winter,69,Female,2.27
36729,1,weekday,has drank water,6,not in winter,85,Female,2.8099999
36729,2,weekday,has drank water,3,not in winter,85,Female,2.8099999
36730,1,weekday,not drank water,6,not in winter,18,Female,4.46
36730,2,weekday,has drank water,2,not in winter,18,Female,4.46
36731,1,weekday,not drank water,3,not in winter,85,Female,3.1300001
36731,2,weekday,has drank water,2,not in winter,85,Female,3.1300001
36732,1,weekday,has drank water,6,not in winter,72,Female,5
36732,2,weekend,has drank water,1,not in winter,72,Female,5
36733,1,weekday,has drank water,2,not in winter,7,Female,1.5
36733,2,weekday,has drank water,3,not in winter,7,Female,1.5
36734,1,weekday,not drank water,5,not in winter,0,Male,3.9200001
36734,2,weekday,not drank water,3,not in winter,0,Male,3.9200001
36735,1,weekday,not drank water,2,in winter,10,Female,.94
36735,2,weekday,has drank water,3,in winter,10,Female,.94
36736,1,weekday,has drank water,5,not in winter,76,Female,2.3499999
36736,2,weekday,has drank water,2,not in winter,76,Female,2.3499999
36737,1,weekday,has drank water,6,in winter,5,Male,1.8099999
36737,2,weekday,,2,in winter,5,Male,1.8099999
36738,1,weekday,has drank water,5,not in winter,15,Male,
36738,2,,,,not in winter,15,Male,
36739,1,weekday,has drank water,6,in winter,62,Female,2.76
36739,2,weekend,has drank water,1,in winter,62,Female,2.76
36741,1,weekend,has drank water,7,not in winter,21,Male,5
36741,2,weekday,has drank water,4,not in winter,21,Male,5
36742,1,weekend,not drank water,1,not in winter,12,Female,5
36742,2,weekday,has drank water,4,not in winter,12,Female,5
36743,1,weekday,has drank water,2,in winter,30,Female,4.6700001
36743,2,weekend,has drank water,1,in winter,30,Female,4.6700001
36744,1,,,,not in winter,4,Male,.46000001
36744,2,,,,not in winter,4,Male,.46000001
36745,1,weekend,has drank water,7,not in winter,17,Female,1.2
36745,2,weekday,has drank water,4,not in winter,17,Female,1.2
36746,1,weekend,has drank water,1,in winter,59,Female,4.1799998
36746,2,weekday,has drank water,2,in winter,59,Female,4.1799998
36747,1,weekday,has drank water,2,not in winter,64,Female,.64999998
36747,2,weekend,not drank water,1,not in winter,64,Female,.64999998
36748,1,weekday,has drank water,3,not in winter,0,Female,3.3599999
36748,2,weekend,not drank water,1,not in winter,0,Female,3.3599999
36749,1,weekday,has drank water,4,not in winter,50,Female,2.9400001
36749,2,weekday,has drank water,3,not in winter,50,Female,2.9400001
36750,1,weekday,has drank water,4,not in winter,12,Male,.41
36750,2,weekday,has drank water,4,not in winter,12,Male,.41
36752,1,weekday,has drank water,6,not in winter,32,Female,5
36752,2,,,,not in winter,32,Female,5
36753,1,weekday,has drank water,2,not in winter,59,Female,2.5699999
36753,2,weekday,has drank water,5,not in winter,59,Female,2.5699999
36754,1,weekday,has drank water,6,in winter,50,Female,1.33
36754,2,weekday,has drank water,5,in winter,50,Female,1.33
36755,1,weekday,has drank water,6,in winter,12,Female,.2
36755,2,weekday,not drank water,3,in winter,12,Female,.2
36756,1,weekday,has drank water,4,not in winter,17,Female,5
36756,2,weekend,has drank water,7,not in winter,17,Female,5
36758,1,weekend,has drank water,7,in winter,12,Male,.79000002
36758,2,weekday,has drank water,4,in winter,12,Male,.79000002
36759,1,weekday,has drank water,6,in winter,8,Male,5
36759,2,weekday,has drank water,2,in winter,8,Male,5
36760,1,weekday,has drank water,4,in winter,54,Female,3.73
36760,2,weekday,has drank water,2,in winter,54,Female,3.73
36761,1,weekday,has drank water,6,in winter,43,Male,4.4899998
36761,2,weekday,has drank water,2,in winter,43,Male,4.4899998
36762,1,weekday,has drank water,6,in winter,37,Female,4.04
36762,2,weekday,has drank water,4,in winter,37,Female,4.04
36763,1,weekend,has drank water,1,in winter,18,Male,.79000002
36763,2,weekday,has drank water,4,in winter,18,Male,.79000002
36764,1,weekend,not drank water,7,in winter,17,Female,1.04
36764,2,weekday,not drank water,3,in winter,17,Female,1.04
36765,1,weekday,not drank water,5,in winter,72,Female,2.3299999
36765,2,weekday,not drank water,2,in winter,72,Female,2.3299999
36766,1,weekend,not drank water,7,in winter,4,Female,.56999999
36766,2,weekday,has drank water,6,in winter,4,Female,.56999999
36767,1,weekend,has drank water,1,not in winter,60,Male,1.25
36767,2,weekday,has drank water,4,not in winter,60,Male,1.25
36769,1,weekend,not drank water,1,not in winter,0,Male,3.3199999
36769,2,weekend,has drank water,1,not in winter,0,Male,3.3199999
36770,1,weekend,has drank water,7,in winter,5,Female,1.8099999
36770,2,weekday,not drank water,3,in winter,5,Female,1.8099999
36771,1,weekday,has drank water,6,not in winter,19,Female,1.02
36771,2,weekday,has drank water,2,not in winter,19,Female,1.02
36772,1,weekend,has drank water,7,not in winter,34,Female,4.1599998
36772,2,weekday,has drank water,4,not in winter,34,Female,4.1599998
36773,1,weekend,not drank water,1,not in winter,54,Female,4.6799998
36773,2,weekday,has drank water,4,not in winter,54,Female,4.6799998
36774,1,,,,in winter,9,Male,5
36774,2,,,,in winter,9,Male,5
36775,1,weekend,has drank water,1,in winter,14,Female,.36000001
36775,2,weekend,has drank water,1,in winter,14,Female,.36000001
36776,1,weekend,has drank water,1,not in winter,69,Male,1.6900001
36776,2,weekday,has drank water,5,not in winter,69,Male,1.6900001
36777,1,,,,in winter,13,Male,.34999999
36777,2,,,,in winter,13,Male,.34999999
36778,1,weekend,has drank water,1,not in winter,5,Male,1.17
36778,2,weekday,has drank water,6,not in winter,5,Male,1.17
36779,1,weekend,not drank water,7,in winter,53,Female,.72000003
36779,2,weekday,not drank water,4,in winter,53,Female,.72000003
36780,1,weekday,not drank water,2,in winter,0,Male,.38999999
36780,2,weekend,not drank water,1,in winter,0,Male,.38999999
36781,1,weekend,not drank water,7,in winter,0,Male,2.24
36781,2,weekday,not drank water,4,in winter,0,Male,2.24
36782,1,weekday,has drank water,6,in winter,14,Male,2.5599999
36782,2,weekday,not drank water,5,in winter,14,Male,2.5599999
36783,1,,,,not in winter,35,Female,1.8099999
36783,2,,,,not in winter,35,Female,1.8099999
36784,1,weekday,has drank water,6,not in winter,25,Female,4.52
36784,2,weekday,has drank water,4,not in winter,25,Female,4.52
36785,1,weekday,has drank water,4,in winter,5,Female,1.8099999
36785,2,weekend,has drank water,1,in winter,5,Female,1.8099999
36786,1,weekend,has drank water,1,not in winter,23,Female,1.5
36786,2,weekday,has drank water,4,not in winter,23,Female,1.5
36787,1,weekend,not drank water,7,in winter,32,Male,.85000002
36787,2,weekday,has drank water,3,in winter,32,Male,.85000002
36788,1,weekday,not drank water,2,in winter,85,Male,.91000003
36788,2,weekend,has drank water,1,in winter,85,Male,.91000003
36789,1,weekday,has drank water,6,not in winter,5,Male,.80000001
36789,2,weekday,has drank water,3,not in winter,5,Male,.80000001
36790,1,weekday,has drank water,4,not in winter,16,Male,2.1400001
36790,2,weekday,not drank water,2,not in winter,16,Male,2.1400001
36791,1,weekday,has drank water,6,not in winter,75,Male,.95999998
36791,2,weekday,has drank water,4,not in winter,75,Male,.95999998
36792,1,weekday,not drank water,6,in winter,25,Male,.85000002
36792,2,weekday,has drank water,2,in winter,25,Male,.85000002
36793,1,weekday,has drank water,2,not in winter,22,Male,2.55
36793,2,weekday,has drank water,3,not in winter,22,Male,2.55
36794,1,weekday,has drank water,2,not in winter,37,Female,3
36794,2,weekday,not drank water,3,not in winter,37,Female,3
36795,1,weekday,not drank water,3,not in winter,69,Female,.73000002
36795,2,,,,not in winter,69,Female,.73000002
36796,1,weekday,not drank water,4,in winter,23,Male,
36796,2,weekday,not drank water,3,in winter,23,Male,
36797,1,weekend,has drank water,7,in winter,34,Male,3.25
36797,2,weekday,not drank water,3,in winter,34,Male,3.25
36798,1,weekday,has drank water,6,not in winter,51,Female,5
36798,2,,,,not in winter,51,Female,5
36799,1,weekday,has drank water,2,not in winter,26,Female,5
36799,2,weekday,has drank water,6,not in winter,26,Female,5
36800,1,weekday,has drank water,6,in winter,46,Female,
36800,2,weekday,has drank water,2,in winter,46,Female,
36801,1,weekday,has drank water,6,not in winter,46,Female,5
36801,2,weekday,has drank water,5,not in winter,46,Female,5
36802,1,weekday,has drank water,5,in winter,23,Female,1
36802,2,weekday,has drank water,3,in winter,23,Female,1
36803,1,weekend,has drank water,7,not in winter,2,Female,3.72
36803,2,weekday,has drank water,2,not in winter,2,Female,3.72
36804,1,weekday,has drank water,2,in winter,20,Female,1.21
36804,2,weekday,has drank water,5,in winter,20,Female,1.21
36805,1,weekend,has drank water,1,in winter,6,Female,1
36805,2,weekday,has drank water,2,in winter,6,Female,1
36806,1,weekday,has drank water,2,not in winter,58,Male,3.0999999
36806,2,weekday,has drank water,4,not in winter,58,Male,3.0999999
36807,1,weekday,not drank water,4,in winter,1,Female,5
36807,2,weekday,not drank water,2,in winter,1,Female,5
36808,1,,,,not in winter,41,Female,2.6500001
36808,2,,,,not in winter,41,Female,2.6500001
36809,1,weekend,has drank water,1,not in winter,78,Male,2.1199999
36809,2,weekday,has drank water,5,not in winter,78,Male,2.1199999
36810,1,weekday,has drank water,3,in winter,25,Female,5
36810,2,weekend,not drank water,1,in winter,25,Female,5
36811,1,weekend,has drank water,7,in winter,14,Male,.67000002
36811,2,weekday,has drank water,3,in winter,14,Male,.67000002
36812,1,weekend,has drank water,7,not in winter,13,Female,1.3099999
36812,2,weekday,has drank water,3,not in winter,13,Female,1.3099999
36813,1,weekend,not drank water,7,in winter,25,Male,2.8399999
36813,2,weekday,has drank water,3,in winter,25,Male,2.8399999
36814,1,weekday,has drank water,6,in winter,28,Male,2.0899999
36814,2,weekday,not drank water,3,in winter,28,Male,2.0899999
36815,1,weekday,not drank water,2,not in winter,42,Male,.83999997
36815,2,weekday,has drank water,6,not in winter,42,Male,.83999997
36816,1,weekend,not drank water,7,in winter,10,Female,5
36816,2,weekday,not drank water,3,in winter,10,Female,5
36817,1,weekend,has drank water,7,not in winter,19,Female,.83999997
36817,2,weekday,has drank water,4,not in winter,19,Female,.83999997
36818,1,weekday,has drank water,6,not in winter,35,Female,1.16
36818,2,weekday,has drank water,5,not in winter,35,Female,1.16
36819,1,weekday,has drank water,6,not in winter,39,Male,2.0899999
36819,2,weekday,has drank water,4,not in winter,39,Male,2.0899999
36820,1,weekday,has drank water,3,in winter,2,Male,.62
36820,2,weekend,has drank water,1,in winter,2,Male,.62
36821,1,weekday,has drank water,4,not in winter,15,Male,4.1700001
36821,2,weekend,has drank water,1,not in winter,15,Male,4.1700001
36822,1,weekday,has drank water,6,not in winter,2,Female,5
36822,2,weekday,has drank water,3,not in winter,2,Female,5
36823,1,weekend,has drank water,7,not in winter,56,Female,1.12
36823,2,weekday,has drank water,4,not in winter,56,Female,1.12
36824,1,weekend,has drank water,1,not in winter,26,Female,1.21
36824,2,weekday,not drank water,2,not in winter,26,Female,1.21
36825,1,weekday,has drank water,6,in winter,11,Female,.88
36825,2,weekday,has drank water,4,in winter,11,Female,.88
36826,1,weekend,not drank water,7,not in winter,16,Female,.69999999
36826,2,weekday,has drank water,5,not in winter,16,Female,.69999999
36827,1,weekday,has drank water,5,not in winter,83,Female,1.89
36827,2,weekday,has drank water,2,not in winter,83,Female,1.89
36828,1,weekend,has drank water,1,not in winter,17,Female,.69999999
36828,2,weekday,has drank water,3,not in winter,17,Female,.69999999
36830,1,weekday,has drank water,6,in winter,60,Male,5
36830,2,weekday,has drank water,4,in winter,60,Male,5
36831,1,,,,in winter,85,Male,2.0699999
36831,2,,,,in winter,85,Male,2.0699999
36832,1,weekday,has drank water,2,not in winter,77,Female,2.2
36832,2,weekday,has drank water,3,not in winter,77,Female,2.2
36833,1,weekday,not drank water,6,not in winter,2,Female,
36833,2,weekday,not drank water,3,not in winter,2,Female,
36834,1,weekday,has drank water,4,not in winter,8,Male,1.11
36834,2,weekday,has drank water,3,not in winter,8,Male,1.11
36835,1,weekend,has drank water,1,not in winter,16,Female,4.5500002
36835,2,weekday,has drank water,5,not in winter,16,Female,4.5500002
36836,1,weekend,has drank water,7,in winter,2,Male,
36836,2,weekday,has drank water,4,in winter,2,Male,
36837,1,weekend,has drank water,7,not in winter,6,Female,1.1900001
36837,2,weekday,not drank water,5,not in winter,6,Female,1.1900001
36838,1,weekday,not drank water,6,in winter,69,Male,2.6099999
36838,2,weekday,has drank water,3,in winter,69,Male,2.6099999
36839,1,weekday,has drank water,6,not in winter,40,Male,1.14
36839,2,weekday,has drank water,2,not in winter,40,Male,1.14
36840,1,weekday,has drank water,4,in winter,19,Male,3.1300001
36840,2,weekday,has drank water,6,in winter,19,Male,3.1300001
36841,1,weekend,has drank water,7,in winter,17,Male,2.21
36841,2,weekday,has drank water,3,in winter,17,Male,2.21
36842,1,weekday,has drank water,6,in winter,14,Male,1.15
36842,2,weekday,has drank water,2,in winter,14,Male,1.15
36843,1,weekend,has drank water,7,not in winter,81,Male,1.33
36843,2,weekend,has drank water,7,not in winter,81,Male,1.33
36844,1,weekday,has drank water,6,in winter,8,Male,1.39
36844,2,,,,in winter,8,Male,1.39
36845,1,weekend,not drank water,1,in winter,51,Female,
36845,2,weekday,not drank water,4,in winter,51,Female,
36846,1,weekend,not drank water,7,in winter,0,Male,5
36846,2,weekday,not drank water,3,in winter,0,Male,5
36847,1,weekend,not drank water,7,not in winter,66,Male,4.9699998
36847,2,weekday,has drank water,3,not in winter,66,Male,4.9699998
36848,1,weekday,has drank water,3,in winter,3,Male,4.75
36848,2,weekday,has drank water,4,in winter,3,Male,4.75
36849,1,weekday,has drank water,4,not in winter,80,Male,1.25
36849,2,weekday,has drank water,3,not in winter,80,Male,1.25
36850,1,weekday,has drank water,5,in winter,35,Female,2.8
36850,2,weekday,has drank water,3,in winter,35,Female,2.8
36851,1,weekday,has drank water,2,not in winter,35,Male,3
36851,2,weekday,has drank water,3,not in winter,35,Male,3
36852,1,,,,not in winter,1,Male,1.86
36852,2,,,,not in winter,1,Male,1.86
36853,1,weekday,has drank water,6,not in winter,65,Male,1.0599999
36853,2,weekday,has drank water,3,not in winter,65,Male,1.0599999
36854,1,weekend,has drank water,7,not in winter,5,Female,
36854,2,weekday,has drank water,3,not in winter,5,Female,
36855,1,,,,in winter,9,Male,.67000002
36855,2,,,,in winter,9,Male,.67000002
36856,1,weekday,not drank water,4,not in winter,0,Male,.86000001
36856,2,weekday,not drank water,3,not in winter,0,Male,.86000001
36857,1,weekday,has drank water,6,not in winter,51,Female,.94999999
36857,2,weekday,has drank water,4,not in winter,51,Female,.94999999
36859,1,weekend,has drank water,7,in winter,17,Female,5
36859,2,,,,in winter,17,Female,5
36860,1,weekend,not drank water,1,not in winter,15,Male,4.52
36860,2,weekday,not drank water,6,not in winter,15,Male,4.52
36861,1,weekend,has drank water,7,in winter,33,Female,1.25
36861,2,weekday,has drank water,3,in winter,33,Female,1.25
36862,1,weekday,has drank water,6,in winter,13,Female,1.55
36862,2,weekday,has drank water,2,in winter,13,Female,1.55
36863,1,weekday,has drank water,6,in winter,23,Female,1.62
36863,2,weekday,has drank water,3,in winter,23,Female,1.62
36864,1,,,,in winter,18,Male,1.77
36864,2,,,,in winter,18,Male,1.77
36865,1,weekend,not drank water,1,in winter,36,Male,1.1900001
36865,2,weekday,not drank water,2,in winter,36,Male,1.1900001
36866,1,weekend,not drank water,7,not in winter,19,Male,.50999999
36866,2,weekday,not drank water,6,not in winter,19,Male,.50999999
36867,1,weekday,has drank water,4,in winter,16,Male,5
36867,2,weekday,has drank water,2,in winter,16,Male,5
36868,1,weekend,not drank water,1,in winter,43,Male,5
36868,2,weekday,has drank water,3,in winter,43,Male,5
36869,1,weekend,has drank water,1,in winter,35,Female,2.8599999
36869,2,weekday,has drank water,3,in winter,35,Female,2.8599999
36870,1,weekday,not drank water,6,in winter,14,Male,3
36870,2,weekday,not drank water,3,in winter,14,Male,3
36871,1,weekend,has drank water,1,not in winter,6,Female,3.6300001
36871,2,weekday,has drank water,4,not in winter,6,Female,3.6300001
36872,1,weekday,has drank water,6,in winter,2,Male,1.25
36872,2,,,,in winter,2,Male,1.25
36873,1,weekend,not drank water,7,not in winter,51,Female,2.1199999
36873,2,weekday,has drank water,2,not in winter,51,Female,2.1199999
36874,1,weekday,has drank water,2,in winter,11,Female,.81
36874,2,weekday,has drank water,3,in winter,11,Female,.81
36875,1,weekend,has drank water,1,not in winter,74,Female,3.79
36875,2,weekday,has drank water,4,not in winter,74,Female,3.79
36876,1,weekday,has drank water,2,not in winter,74,Male,1.87
36876,2,weekend,has drank water,1,not in winter,74,Male,1.87
36877,1,weekend,not drank water,7,in winter,15,Male,
36877,2,weekday,not drank water,3,in winter,15,Male,
36878,1,weekend,has drank water,1,in winter,7,Male,1.09
36878,2,weekday,has drank water,4,in winter,7,Male,1.09
36879,1,weekend,has drank water,1,not in winter,32,Female,5
36879,2,weekday,has drank water,2,not in winter,32,Female,5
36880,1,weekday,has drank water,2,in winter,19,Male,
36880,2,weekday,not drank water,6,in winter,19,Male,
36881,1,weekday,has drank water,6,in winter,18,Male,.50999999
36881,2,weekday,not drank water,4,in winter,18,Male,.50999999
36882,1,weekend,has drank water,7,not in winter,12,Male,3.9400001
36882,2,weekend,has drank water,1,not in winter,12,Male,3.9400001
36883,1,weekday,has drank water,6,in winter,45,Male,5
36883,2,weekday,has drank water,3,in winter,45,Male,5
36885,1,weekday,has drank water,2,not in winter,50,Female,1.6
36885,2,weekend,has drank water,1,not in winter,50,Female,1.6
36887,1,weekday,has drank water,3,in winter,0,Female,.74000001
36887,2,weekend,has drank water,1,in winter,0,Female,.74000001
36888,1,weekday,not drank water,5,in winter,25,Female,3.73
36888,2,weekend,not drank water,1,in winter,25,Female,3.73
36889,1,weekend,not drank water,1,in winter,43,Female,.039999999
36889,2,weekday,not drank water,4,in winter,43,Female,.039999999
36890,1,weekday,has drank water,2,in winter,3,Female,3.1099999
36890,2,weekday,has drank water,3,in winter,3,Female,3.1099999
36891,1,weekend,not drank water,1,in winter,30,Male,2.04
36891,2,weekday,has drank water,4,in winter,30,Male,2.04
36892,1,weekend,has drank water,7,in winter,15,Male,1.16
36892,2,weekend,has drank water,1,in winter,15,Male,1.16
36893,1,weekend,not drank water,1,in winter,9,Male,3.8699999
36893,2,weekday,not drank water,6,in winter,9,Male,3.8699999
36894,1,weekend,not drank water,7,not in winter,20,Male,1.14
36894,2,weekday,not drank water,2,not in winter,20,Male,1.14
36895,1,weekend,not drank water,7,in winter,0,Male,1.45
36895,2,weekday,not drank water,4,in winter,0,Male,1.45
36896,1,weekend,has drank water,1,not in winter,60,Female,3.4100001
36896,2,weekday,has drank water,3,not in winter,60,Female,3.4100001
36897,1,weekday,has drank water,6,not in winter,14,Male,.80000001
36897,2,weekday,has drank water,2,not in winter,14,Male,.80000001
36898,1,weekday,has drank water,6,in winter,18,Male,3.48
36898,2,weekday,not drank water,2,in winter,18,Male,3.48
36899,1,weekday,has drank water,6,in winter,36,Female,5
36899,2,weekday,has drank water,2,in winter,36,Female,5
36900,1,weekday,not drank water,4,in winter,25,Female,.94999999
36900,2,weekend,not drank water,1,in winter,25,Female,.94999999
36901,1,weekday,has drank water,4,in winter,3,Male,.30000001
36901,2,weekend,has drank water,1,in winter,3,Male,.30000001
36902,1,weekend,has drank water,7,not in winter,18,Male,2.8900001
36902,2,weekday,has drank water,3,not in winter,18,Male,2.8900001
36903,1,weekday,has drank water,5,in winter,38,Male,4.4200001
36903,2,weekend,has drank water,1,in winter,38,Male,4.4200001
36904,1,weekday,not drank water,4,in winter,28,Male,2.0899999
36904,2,weekday,has drank water,3,in winter,28,Male,2.0899999
36905,1,weekend,has drank water,1,not in winter,2,Female,5
36905,2,weekday,has drank water,3,not in winter,2,Female,5
36906,1,weekday,has drank water,5,not in winter,5,Male,1
36906,2,weekday,,3,not in winter,5,Male,1
36907,1,weekend,has drank water,7,not in winter,27,Female,3.6600001
36907,2,,,,not in winter,27,Female,3.6600001
36908,1,weekday,has drank water,2,not in winter,66,Male,3.1199999
36908,2,weekday,has drank water,5,not in winter,66,Male,3.1199999
36909,1,weekend,has drank water,7,in winter,40,Female,3.0999999
36909,2,weekday,not drank water,3,in winter,40,Female,3.0999999
36910,1,weekday,has drank water,6,not in winter,14,Female,5
36910,2,weekday,has drank water,6,not in winter,14,Female,5
36911,1,weekday,has drank water,4,in winter,21,Female,.87
36911,2,weekday,not drank water,3,in winter,21,Female,.87
36912,1,weekday,not drank water,4,in winter,0,Male,3.73
